name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
Hardy Hard,https://ra.co/events/2168120,2,Golden Gate,2025-05-23T00:00:00.000,0.38,0.83,0.35,0.05,0.5,0.33,1.0,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Samuel Fach,https://ra.co/events/2168120,2,Golden Gate,2025-05-23T00:00:00.000,0.17,0.18,0.11,0.4,0.03,0.99,0.06,0.64,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Hagel,https://ra.co/events/2168120,2,Golden Gate,2025-05-23T00:00:00.000,0.64,0.46,1.0,0.97,0.65,0.79,0.92,0.96,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jased,https://ra.co/events/2168120,2,Golden Gate,2025-05-23T00:00:00.000,0.58,0.87,0.65,0.21,0.75,0.44,0.39,0.09,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Koljah,https://ra.co/events/2168120,2,Golden Gate,2025-05-23T00:00:00.000,0.51,0.05,0.66,0.96,0.9,0.3,0.87,0.87,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Zwei’E,https://ra.co/events/2159275,1,Zitadelle Spandau,2025-05-23T00:00:00.000,0.21,0.81,0.75,0.77,0.54,0.01,0.8,0.74,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SINTHER,https://ra.co/events/2159275,1,Zitadelle Spandau,2025-05-23T00:00:00.000,0.88,0.1,0.31,0.25,0.48,0.86,0.82,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Santy,https://ra.co/events/2159275,1,Zitadelle Spandau,2025-05-23T00:00:00.000,0.47,0.46,0.14,0.81,0.13,0.32,0.46,0.73,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Orcus,https://ra.co/events/2159275,1,Zitadelle Spandau,2025-05-23T00:00:00.000,0.92,0.67,0.33,0.35,0.38,0.01,0.87,0.06,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Katrin Mendelsohn,https://ra.co/events/2122858,1,Tiffany Berlin,2025-05-23T00:00:00.000,0.71,0.6,0.31,0.71,0.14,0.04,0.08,0.33,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
LENNKA,https://ra.co/events/2122858,1,Tiffany Berlin,2025-05-23T00:00:00.000,0.85,0.66,0.72,0.53,0.42,0.35,0.78,0.18,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Miss Parhelion,https://ra.co/events/2122858,1,Tiffany Berlin,2025-05-23T00:00:00.000,0.76,0.39,0.28,0.23,0.59,0.4,0.5,0.15,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Katzele,https://ra.co/events/2166959,1,Sameheads,2025-05-23T00:00:00.000,0.14,0.95,0.72,0.78,0.87,0.3,0.08,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Menqui,https://ra.co/events/2166959,1,Sameheads,2025-05-23T00:00:00.000,0.58,0.57,0.75,0.1,0.06,0.91,0.29,0.92,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Alexa D!saster,https://ra.co/events/2166959,1,Sameheads,2025-05-23T00:00:00.000,0.77,0.27,0.32,0.63,0.25,0.6,0.32,0.92,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Fetter,https://ra.co/events/2166959,1,Sameheads,2025-05-23T00:00:00.000,0.02,0.25,0.48,0.9,0.62,0.67,0.73,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Masha Dusapin,https://ra.co/events/2174816,2,Studio dB,2025-05-23T00:00:00.000,0.65,0.94,0.04,0.81,0.91,0.61,0.54,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
XI-N,https://ra.co/events/2174816,2,Studio dB,2025-05-23T00:00:00.000,0.17,0.26,0.0,0.89,0.08,0.2,0.9,0.39,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
tell me what you know about death,https://ra.co/events/2174816,2,Studio dB,2025-05-23T00:00:00.000,0.59,0.56,0.92,0.09,0.41,0.42,0.37,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Chris Luno,https://ra.co/events/2102729,1,Sage Beach Berlin,2025-05-24T00:00:00.000,0.91,0.12,0.05,0.98,0.26,0.61,0.17,1.0,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SKALA,https://ra.co/events/2102729,1,Sage Beach Berlin,2025-05-24T00:00:00.000,0.76,0.57,0.51,0.05,0.06,0.11,0.26,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Basic Instinct,https://ra.co/events/2102729,1,Sage Beach Berlin,2025-05-24T00:00:00.000,0.45,0.68,0.1,0.11,0.48,0.4,0.13,0.24,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Aliska,https://ra.co/events/2102729,1,Sage Beach Berlin,2025-05-24T00:00:00.000,0.11,0.78,0.2,0.32,0.15,0.99,0.16,0.41,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Lil Texas,https://ra.co/events/2115983,1,Astra Kulturhaus,2025-05-24T00:00:00.000,0.08,0.09,0.2,0.87,0.4,0.86,0.4,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tekk,https://ra.co/events/2115983,1,Astra Kulturhaus,2025-05-24T00:00:00.000,0.64,0.25,0.77,0.25,0.9,0.17,0.47,0.68,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rave Syndicate,https://ra.co/events/2115983,1,Astra Kulturhaus,2025-05-24T00:00:00.000,0.47,0.82,0.96,0.4,0.61,0.1,0.04,0.7,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Manuelle Musik,https://ra.co/events/2115983,1,Astra Kulturhaus,2025-05-24T00:00:00.000,0.68,0.64,0.54,0.14,0.1,0.73,0.44,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Hard Ton,https://ra.co/events/2115983,1,Astra Kulturhaus,2025-05-24T00:00:00.000,0.66,0.67,0.45,0.39,0.68,0.65,0.35,0.28,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bella Claxton,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.31,0.92,0.69,0.19,0.77,0.1,0.17,0.56,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Vall Du Son,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.46,0.59,0.29,0.23,0.56,0.43,0.24,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Club Angel,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.45,0.16,0.23,0.35,0.71,0.9,0.41,0.72,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Funk Tribu,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.2,0.86,0.23,0.57,0.46,0.82,0.07,0.18,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
GI.O,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.34,0.32,0.63,0.65,0.07,0.78,0.04,0.2,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Linds,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.64,0.29,0.09,0.5,0.56,0.42,0.61,0.06,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Pelin Vedis,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.69,0.09,0.42,0.02,0.93,0.14,0.17,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
PETERBLUE,https://ra.co/events/2139234,1,Valley,2025-05-24T00:00:00.000,0.52,0.38,0.95,0.47,0.25,0.88,1.0,0.12,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bildgewalt,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.6,0.16,0.36,0.03,0.78,0.06,0.63,0.14,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dana Roosy,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.64,0.12,0.42,0.31,0.99,0.03,0.28,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Doruksen,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.55,0.42,0.86,0.47,0.58,0.83,0.61,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
LESSSS,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.91,0.66,0.37,0.29,0.02,0.85,0.44,0.2,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Raxeller,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.44,0.72,0.64,0.26,0.66,0.21,0.09,0.38,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SIKXTO,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.27,0.59,0.81,0.17,0.94,0.04,0.36,0.79,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
TERRA TWIINS,https://ra.co/events/2137612,1,OST,2025-05-24T00:00:00.000,0.41,0.74,0.34,0.39,0.68,0.38,0.86,0.59,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
4NOUK,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.15,0.95,0.8,0.9,0.87,0.66,0.37,0.19,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Athina,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.16,0.96,0.89,0.04,0.2,0.49,0.84,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DeGuzman,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.83,0.7,0.63,0.39,0.46,0.73,0.52,0.02,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dominique Lamee,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.98,0.96,0.73,0.83,0.99,0.13,0.87,0.87,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ DRECKISCH,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.31,0.53,0.5,0.43,0.91,0.7,0.17,0.38,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
KLING&KLANG,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.54,0.8,0.32,0.05,0.72,0.88,0.71,0.25,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Kø:lab,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.75,0.11,0.45,0.56,0.8,0.12,0.45,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
mes amis,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.79,0.36,0.05,0.99,0.91,0.07,0.6,0.56,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MEYEM,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.17,0.16,0.34,0.28,0.32,0.85,0.75,0.39,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Paul Meier,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.21,0.42,0.62,0.51,0.12,0.57,0.59,0.62,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
RAXA,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.35,0.55,0.66,0.57,0.95,0.95,0.23,0.98,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SPEEDBOYS,https://ra.co/events/2034941,1,Lokschuppen Berlin,2025-05-24T00:00:00.000,0.91,0.57,0.63,0.08,0.41,0.28,0.99,0.9,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ANDATA,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.84,0.53,0.71,0.84,0.65,0.42,0.61,0.56,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Blame the Booker,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.35,0.42,0.43,0.58,0.69,0.12,0.48,0.64,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jan Vercauteren,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.89,0.42,0.26,0.56,0.62,0.11,0.07,0.68,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Pako Marckx,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.51,0.74,0.76,0.24,0.84,0.82,0.03,0.52,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
RaverPik,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.84,0.74,0.19,0.12,0.43,0.64,0.88,0.85,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sabu!,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.44,0.65,0.08,0.27,0.89,0.68,0.57,0.04,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
SUNTA,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.03,0.57,0.3,0.97,0.84,0.65,0.15,0.54,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Suave,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.16,0.32,0.65,0.19,0.14,0.44,0.61,0.93,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
The Jakob Sister,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.52,0.97,1.0,0.55,0.17,0.25,0.56,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Trypdø,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.89,0.16,0.52,0.37,0.31,0.4,0.04,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
VCL (FR),https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.6,0.19,0.36,0.47,0.7,0.33,0.97,0.37,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
X&trick,https://ra.co/events/2075382,1,://about blank,2025-05-24T00:00:00.000,0.46,0.46,0.12,0.23,0.34,0.51,0.91,0.65,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
